run_id,Sample_name
5SZCYD_1,HMC3_Lipo_24h_R1
5SZCYD_2,HMC3_Lipo_24h_R2
5SZCYD_3,HMC3_siSTAT1_1_24h_R1
5SZCYD_4,HMC3_siSTAT1_1_24h_R2
5SZCYD_5,HMC3_siSTAT1_3_24h_R1
5SZCYD_6,HMC3_siSTAT1_3_24h_R2
